App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Polarity,Avg_Subjectivity,Review_Count
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343,44.0,10000000,Free,0.0,Everyone,Photography,"July 14, 2018",6.4.3,4.0.3 and up,0.3380653936903937,0.586203964953965,37
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368646,,100000000,Free,0.0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.1952779201792359,0.5430153034100402,114
HD Camera for Android,PHOTOGRAPHY,4.1,351255,4.0,10000000,Free,0.0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.3761914062499999,0.5457669413919414,52
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126337,9.6,1000000,Free,0.0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up,0.0926399453720882,0.529429069607641,35
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418158,,100000000,Free,0.0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.419417735042735,0.4619810744810745,78
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917,,50000000,Free,0.0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,0.185388498075998,0.486466274135917,42
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53.0,100000000,Free,0.0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,0.3,4
Color Touch Effects,PHOTOGRAPHY,3.8,167652,12.0,10000000,Free,0.0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up,0.1157204208437761,0.4457095864661654,38
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368705,,100000000,Free,0.0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.1952779201792359,0.5430153034100402,114
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295,24.0,10000000,Free,0.0,Everyone,Photography,"June 23, 2017",4.0.7,4.0 and up,0.0814592086834733,0.5220456932773109,34
Add Text To Photo,PHOTOGRAPHY,4.1,21578,1.6,1000000,Free,0.0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up,0.2297032474606004,0.4007626922823001,34
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53.0,100000000,Free,0.0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,0.3,4
Free Sports TV,SPORTS,4.3,1802,9.8,100000,Free,0.0,Everyone,Sports,"June 21, 2018",1.4,4.0.3 and up,0.1673185826519159,0.5141263962375073,27
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342909,6.0,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.0682582232582232,0.4427767448600782,78
Football Live Scores,SPORTS,4.5,107724,6.5,5000000,Free,0.0,Everyone,Sports,"July 31, 2018",1004.0,4.0 and up,0.4050258891435362,0.5309547152194212,34
BeSoccer - Soccer Live Score,SPORTS,4.5,152780,,10000000,Free,0.0,Everyone,Sports,"July 18, 2018",Varies with device,Varies with device,0.3567684784351451,0.4046538800705467,36
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,,5000000,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.1639070861141173,0.5124724732732545,192
BBC Sport,SPORTS,4.2,18678,,1000000,Free,0.0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device,0.1665765526990016,0.4234672895132079,49
All Football - Latest News & Videos,SPORTS,4.6,152867,17.0,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.4320632947781385,0.5105386453823954,32
Eurosport,SPORTS,4.0,121003,,10000000,Free,0.0,Everyone,Sports,"August 6, 2018",Varies with device,Varies with device,0.0490445574162679,0.4273702722715881,38
"All Football GO- Live Score, Games",SPORTS,4.6,1981,10.0,100000,Free,0.0,Everyone,Sports,"June 21, 2018",2.9.9go,4.1 and up,0.5265151515151515,0.5140277777777779,36
Championat,SPORTS,4.3,36490,,1000000,Free,0.0,Everyone,Sports,"July 25, 2018",Varies with device,Varies with device,0.1984480644741061,0.3673677799823633,40
Goal Live Scores,SPORTS,4.4,232423,35.0,5000000,Free,0.0,Everyone,Sports,"June 11, 2018",4.2.2,4.0.3 and up,0.1769290584415584,0.5138371392496393,40
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,,5000000,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.1639070861141173,0.5124724732732545,192
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,,100000,Free,0.0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device,0.4436382623224729,0.6068640350877192,19
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,,5000000,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.1639070861141173,0.5124724732732545,192
CBS Sports Fantasy,SPORTS,4.0,43611,27.0,1000000,Free,0.0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.2485023637043839,0.488624757677788,54
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031,,5000000,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.1639070861141173,0.5124724732732545,192
Golf Channel,SPORTS,4.1,19230,88.0,1000000,Free,0.0,Everyone,Sports,"May 30, 2018",4.5.19.56,4.1 and up,-0.0257285353535353,0.4610644841269841,40
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",SPORTS,4.5,26102,,1000000,Free,0.0,Everyone,Sports,"May 3, 2018",Varies with device,Varies with device,0.1683002897862067,0.5041837396278186,38
Golf GPS by SwingxSwing,SPORTS,4.6,37167,,1000000,Free,0.0,Everyone,Sports,"July 30, 2018",Varies with device,4.4 and up,0.2046785506160506,0.4576765171556838,40
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25.0,500000,Free,0.0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.3442488636363636,0.4648870791245791,80
Golf GPS Rangefinder: Golf Pad,SPORTS,4.6,13098,,1000000,Free,0.0,Everyone,Sports,"July 28, 2018",Varies with device,Varies with device,0.2726327684661018,0.5649432511932512,39
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,,100000,Free,0.0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device,0.4436382623224729,0.6068640350877192,19
GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085,61.0,1000000,Free,0.0,Everyone,Sports,"June 21, 2018",8.9.3,4.0.3 and up,-0.0784320502028835,0.4526742085075418,39
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25.0,50000,Paid,29.99,Everyone,Sports,"July 11, 2018",4.18.0,4.1 and up,0.3861793695887446,0.4753117784992785,40
FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,57.0,1000000,Free,0.0,Mature 17+,Sports,"August 6, 2018",2.46.1,5.0 and up,0.28708349731077,0.4659878000787092,11
DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017,41.0,1000000,Free,0.0,Adults only 18+,Sports,"July 24, 2018",3.21.324,4.4 and up,0.3123335537918871,0.5213883377425044,36
Fantasy Football Manager (FPL),SPORTS,4.4,63650,4.6,1000000,Free,0.0,Everyone,Sports,"August 3, 2018",7.0.2,4.1 and up,0.2998709786945081,0.5221638655462185,34
Fantasy Football,SPORTS,3.5,50179,23.0,1000000,Free,0.0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up,0.0625806329338938,0.4110214986301942,69
CBS Sports Fantasy,SPORTS,4.0,43611,27.0,1000000,Free,0.0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.2485023637043839,0.488624757677788,54
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91033,,5000000,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.1639070861141173,0.5124724732732545,192
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91033,,5000000,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.1639070861141173,0.5124724732732545,192
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82.0,5000000,Free,0.0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,0.3132563003775125,0.520679012345679,33
850 Sports News Digest,SPORTS,4.6,539,,10000,Free,0.0,Everyone,Sports,"August 23, 2016",Varies with device,Varies with device,0.5428597480561766,0.6924202606002057,39
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6.0,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.0682582232582232,0.4427767448600782,78
365Scores - Live Scores,SPORTS,4.6,666521,25.0,10000000,Free,0.0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,0.4383116883116883,0.6396103896103896,7
Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838765,,50000000,Free,0.0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,0.097012013936356,0.5658186185159869,38
Fantasy Football & NFL News,SPORTS,4.5,2943,8.1,100000,Free,0.0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up,0.4212411580793934,0.5673918102594574,34
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25.0,500000,Free,0.0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.3442488636363636,0.4648870791245791,80
BBC Sport,SPORTS,4.2,18679,,1000000,Free,0.0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device,0.1665765526990016,0.4234672895132079,49
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91033,,5000000,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.1639070861141173,0.5124724732732545,192
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82.0,5000000,Free,0.0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,0.3132563003775125,0.520679012345679,33
Fantasy Football,SPORTS,3.5,50179,23.0,1000000,Free,0.0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up,0.0625806329338938,0.4110214986301942,69
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14.0,10000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.0929921564980158,0.5015541294642857,128
Hopper - Watch & Book Flights,TRAVEL_AND_LOCAL,4.4,52029,,5000000,Free,0.0,Everyone,Travel & Local,"June 29, 2018",Varies with device,5.0 and up,0.1780442098098064,0.4761374836946166,76
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58.0,1000000,Free,0.0,Everyone,Travel & Local,"June 9, 2018",10.9.8 (Play),5.0 and up,0.3170957792207792,0.5213652146464647,40
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260121,,10000000,Free,0.0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device,0.1016222066478106,0.5454440715680212,68
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,,100000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.0141768353174603,0.4009321581196581,120
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28.0,1000000,Free,0.0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up,0.2534184783470498,0.5762854447140161,65
Google Trips - Travel Planner,TRAVEL_AND_LOCAL,4.1,26871,,5000000,Free,0.0,Everyone,Travel & Local,"July 26, 2018",1.10.0.205086730,4.1 and up,0.3,0.0,1
Airbnb,TRAVEL_AND_LOCAL,4.4,359403,,10000000,Free,0.0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device,0.1080045398230162,0.4949079525505216,62
GPS Map Free,TRAVEL_AND_LOCAL,4.0,33782,7.6,5000000,Free,0.0,Everyone,Travel & Local,"July 11, 2018",4.6,4.0 and up,0.7,0.6000000000000001,1
Google Earth,TRAVEL_AND_LOCAL,4.3,2338655,,100000000,Free,0.0,Everyone,Travel & Local,"June 18, 2018",9.2.17.13,4.1 and up,0.0949020549208519,0.4649624806062775,38
GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551,42.0,10000000,Free,0.0,Mature 17+,Travel & Local,"August 2, 2018",5.2.0 21127,4.4 and up,0.2726742875180375,0.5009855994699745,40
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,14.0,10000000,Free,0.0,Everyone,Travel & Local,"December 6, 2016",5.10.6.2.8466393,4.1 and up,0.0713009654292751,0.412184103526468,29
Google Street View,TRAVEL_AND_LOCAL,4.2,2129689,,1000000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,-0.5,0.6916666666666667,4
AirAsia,TRAVEL_AND_LOCAL,3.9,98585,37.0,10000000,Free,0.0,Everyone,Travel & Local,"July 16, 2018",5.0.4,4.4 and up,-0.1036063011063011,0.4323617123617123,21
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136633,14.0,10000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.0929921564980158,0.5015541294642857,128
Goibibo - Flight Hotel Bus Car IRCTC Booking App,TRAVEL_AND_LOCAL,4.3,459851,,10000000,Free,0.0,Everyone,Travel & Local,"August 1, 2018",3.9.7,4.3 and up,0.4127303739145844,0.5649483873825979,38
Allegiant,TRAVEL_AND_LOCAL,3.1,5572,21.0,1000000,Free,0.0,Everyone,Travel & Local,"July 12, 2018",5.16.1,4.4 and up,0.2333333333333333,0.2333333333333333,3
Amtrak,TRAVEL_AND_LOCAL,3.7,16815,28.0,1000000,Free,0.0,Everyone,Travel & Local,"July 15, 2018",3.1.3,5.0 and up,-0.0282842455163883,0.369246213442642,39
Flight & Hotel Booking App - ixigo,TRAVEL_AND_LOCAL,4.4,45562,,5000000,Free,0.0,Everyone,Travel & Local,"July 30, 2018",4.0.9.1,4.1 and up,0.341024531024531,0.5210594035594036,33
Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,3.9,421800,,10000000,Free,0.0,Teen,Travel & Local,"July 27, 2018",Varies with device,Varies with device,-0.0623398392794944,0.4214936131192289,29
Flightradar24 Flight Tracker,TRAVEL_AND_LOCAL,4.3,171889,,10000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",7.8.0,Varies with device,0.1966247294372294,0.4770078790670308,32
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46.0,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up,0.1432523713710836,0.4622601174814454,71
2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.5,768833,,50000000,Free,0.0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,0.2231290426587301,0.3966579365079365,40
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830387,,100000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.0141768353174603,0.4009321581196581,120
American Airlines,TRAVEL_AND_LOCAL,3.7,16980,,5000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,-0.0756361441099813,0.4837239784332807,43
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,26.0,100000,Free,0.0,Everyone,Travel & Local,"March 21, 2016",1.2.1,4.1 and up,0.3394679300291545,0.4775996112730807,7
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,10.0,1000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",8.8.2,5.0 and up,0.5463015873015873,0.6215854119425549,35
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14.0,10000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.0929921564980158,0.5015541294642857,128
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,57.0,100000,Free,0.0,Everyone,Travel & Local,"August 5, 2018",17.7.8,4.4 and up,0.286751253132832,0.5318358395989975,38
British Airways,TRAVEL_AND_LOCAL,4.2,25740,51.0,1000000,Free,0.0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.2051061636775922,0.3991548134405278,22
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,24.0,5000000,Free,0.0,Everyone,Travel & Local,"April 25, 2018",7.6.5,4.4 and up,0.1837755762755762,0.465492280748691,39
"CheapTickets – Hotels, Flights & Travel Deals",TRAVEL_AND_LOCAL,4.4,6925,,1000000,Free,0.0,Everyone,Travel & Local,"July 25, 2018",Varies with device,Varies with device,0.2941989422458173,0.5885373468706802,37
Hopper - Watch & Book Flights,TRAVEL_AND_LOCAL,4.4,52028,,5000000,Free,0.0,Everyone,Travel & Local,"June 29, 2018",Varies with device,5.0 and up,0.1780442098098064,0.4761374836946166,76
Flights,TRAVEL_AND_LOCAL,4.4,18039,3.1,1000000,Free,0.0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up,0.140565164002664,0.4000104062604063,26
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46.0,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up,0.1432523713710836,0.4622601174814454,71
American Airlines,TRAVEL_AND_LOCAL,3.7,16980,,5000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,-0.0756361441099813,0.4837239784332807,43
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780,19.0,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.4219123931623931,0.5859340659340659,39
Choice Hotels,TRAVEL_AND_LOCAL,4.4,17915,,1000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,0.2987896825396825,0.7192063492063492,10
Couchsurfing Travel App,TRAVEL_AND_LOCAL,4.4,61776,,1000000,Free,0.0,Teen,Travel & Local,"July 10, 2018",Varies with device,Varies with device,0.2472893726643726,0.529696291362958,39
Hotwire Hotel & Car Rental App,TRAVEL_AND_LOCAL,4.3,10323,,1000000,Free,0.0,Everyone,Travel & Local,"July 19, 2018",Varies with device,Varies with device,0.1870294462481962,0.4597174122174122,33
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14.0,10000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.0929921564980158,0.5015541294642857,128
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260133,,10000000,Free,0.0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device,0.1016222066478106,0.5454440715680212,68
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,,100000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.0141768353174603,0.4009321581196581,120
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573,,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.328908058367704,0.5544839759613381,127
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28.0,1000000,Free,0.0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up,0.2534184783470498,0.5762854447140161,65
Airbnb,TRAVEL_AND_LOCAL,4.4,359560,,10000000,Free,0.0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device,0.1080045398230162,0.4949079525505216,62
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12.0,5000000,Free,0.0,Everyone,Travel & Local,"November 13, 2017",4.9.2,4.1 and up,0.1607853835978835,0.3530996472663139,36
Agoda – Hotel Booking Deals,TRAVEL_AND_LOCAL,4.6,263525,,10000000,Free,0.0,Everyone,Travel & Local,"August 4, 2018",Varies with device,Varies with device,0.4795306122448979,0.6043673469387756,35
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6,100000,Free,0.0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up,0.1509645061728395,0.5006944444444444,18
Cheap hotel deals and discounts — Hotellook,TRAVEL_AND_LOCAL,4.5,7153,,1000000,Free,0.0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,0.2564173789173789,0.4870085470085469,39
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573,,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.328908058367704,0.5544839759613381,127
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1,10000000,Free,0.0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up,0.3980736961451247,0.4026825396825397,35
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8.5,1000000,Free,0.0,Everyone,Travel & Local,"July 14, 2015",8.0,4.0 and up,0.0892848124098123,0.4245328282828282,22
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22.0,500000,Free,0.0,Teen,Travel & Local,"August 6, 2018",1.28.1,5.0 and up,0.3712767777565572,0.4385687229437229,34
Google Street View,TRAVEL_AND_LOCAL,4.2,2129707,,1000000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,-0.5,0.6916666666666667,4
Google,TOOLS,4.4,8033493,,1000000000,Free,0.0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,0.2603594687476266,0.4927439336978811,38
Google Translate,TOOLS,4.4,5745093,,500000000,Free,0.0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,0.2141666666666666,0.4899999999999999,2
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15.0,100000000,Free,0.0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,0.2785210969585969,0.4570770895770896,26
Device Help,TOOLS,4.2,28860,,100000000,Free,0.0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,0.0963957382707382,0.3562866225366225,37
Account Manager,TOOLS,4.1,76604,,100000000,Free,0.0,Everyone,Tools,"July 27, 2016",Varies with device,Varies with device,-0.0876352028127596,0.4564656849884123,33
File Manager,TOOLS,4.6,739329,,50000000,Free,0.0,Everyone,Tools,"April 17, 2018",Varies with device,Varies with device,0.0618328168044077,0.3133000459136822,11
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5,10000000,Free,0.0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up,-0.0375,0.1541666666666666,4
ASUS Sound Recorder,TOOLS,4.5,34126,,10000000,Free,0.0,Everyone,Tools,"July 13, 2018",Varies with device,Varies with device,0.5167708333333333,0.5952976190476191,16
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5,10000000,Free,0.0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,0.1306823310132133,0.5235522935864323,34
